tenure_months,monthly_charges,has_tech_support,churn,contract_type_one-year,contract_type_two-year,has_internet_service_fiber,has_internet_service_none
57,85.36986929050792,1,1,True,False,True,False
24,30.06936011038031,0,0,False,False,False,True
20,105.4916958559771,0,0,False,True,True,False
29,90.9272011669813,1,0,True,False,False,False
63,51.30253547015813,0,0,False,True,True,False
61,28.466981427528943,0,0,False,False,False,True
9,87.21486869324072,0,0,False,False,False,False
10,105.31113891570364,1,1,False,False,False,True
53,94.16608887180888,1,0,False,False,False,False
32,23.019201533718864,1,0,False,False,True,False
16,37.37988571352397,1,1,False,False,True,False
53,62.11913798253908,1,0,False,True,True,False
25,55.24327315388416,0,0,False,True,False,False
2,73.19883182707818,1,0,False,False,False,False
58,70.32704481005844,0,0,False,True,False,False
70,39.46192543245652,1,0,False,True,True,False
58,33.22837080096054,1,0,True,False,False,True
46,26.9591847396309,0,1,False,False,False,True
18,69.30351215402048,1,0,True,False,True,False
70,41.72574004938646,1,0,False,True,True,False
23,47.45723155510216,1,0,False,False,False,False
61,94.95266088079096,1,0,False,False,True,False
67,115.329239636629,1,0,False,True,True,False
4,58.8427221227857,0,1,False,True,True,False
62,60.27323698669662,1,0,False,False,True,False
63,29.193793592083765,1,0,False,False,True,False
65,107.04004631058368,1,0,True,False,True,False
57,81.54007547092398,0,0,False,False,False,True
20,72.42579279038355,1,0,True,False,False,False
59,109.4302893318648,0,0,False,True,True,False
7,70.78942095312776,1,0,False,False,True,False
59,36.840794901002994,1,0,True,False,True,False
37,59.42582354957453,1,0,False,False,True,False
56,54.443828842851,1,0,False,False,False,True
72,96.40555898524384,1,0,False,False,True,False
12,78.87594635650095,0,0,True,False,False,False
8,59.74539256670269,1,0,True,False,True,False
70,49.88030640832746,1,0,False,False,False,False
44,43.94887145701298,0,0,True,False,True,False
8,97.5315753880376,0,0,False,True,False,False
35,29.9726203853368,0,0,True,False,False,False
47,77.87006476922423,1,0,True,False,False,True
45,60.68641075392998,0,0,False,False,False,True
22,32.44988982679478,0,0,False,False,False,False
42,40.53681846899853,1,0,False,True,True,False
72,90.17310407557848,0,0,False,False,True,False
68,78.3415435260124,0,0,False,False,False,False
8,80.07397744503933,1,0,False,False,False,True
15,90.44236214774868,0,0,True,False,False,True
17,71.47673740754429,1,0,False,True,False,True
14,119.73811268138132,1,0,True,False,True,False
33,58.14410821056089,1,1,False,False,True,False
17,100.90345502403416,0,0,False,True,True,False
16,76.7826091399584,0,0,True,False,False,True
47,82.259379656269,1,1,False,False,False,True
14,34.00645593589365,1,0,False,True,False,False
1,116.02523252014376,1,0,False,True,False,False
21,67.27933453015831,0,0,False,True,True,False
10,114.68673974959648,0,0,False,True,False,True
36,115.24512631463853,0,1,True,False,False,True
28,94.1806475246172,1,1,False,False,False,True
16,75.74745489756538,1,0,False,False,False,False
49,43.89865877556765,0,0,True,False,True,False
49,70.23985278435356,0,0,True,False,True,False
47,79.21901804292182,0,0,False,False,False,True
24,103.36075586882404,1,0,False,True,True,False
67,97.68313694482886,0,0,False,True,False,True
36,23.516071328863863,1,0,True,False,False,False
8,113.26819023605022,0,1,False,False,True,False
28,86.17651547273958,1,1,True,False,False,False
24,104.75647962784949,1,1,False,False,True,False
12,27.59602869649169,1,0,False,False,False,False
52,96.23187616939758,1,0,False,True,False,False
29,67.19373657552944,1,0,False,False,True,False
10,91.8006210107648,0,0,True,False,True,False
67,45.29118055562871,1,0,False,True,True,False
58,68.1682322455192,1,0,True,False,False,False
13,61.93898379683893,0,0,False,False,True,False
47,117.5604968589112,0,1,False,True,False,False
46,80.61095998529731,0,0,True,False,True,False
16,63.83327756143538,1,0,False,True,True,False
21,105.4820052992188,1,1,False,True,True,False
4,50.02271115413864,0,0,False,False,False,True
37,47.71606138441948,0,1,False,False,True,False
69,91.3031456375104,1,0,False,False,True,False
72,23.042231439328425,0,0,False,True,False,True
42,114.19049728383293,1,0,False,False,False,False
34,71.97424864372672,1,0,True,False,False,False
40,25.28246444841367,0,1,False,False,False,False
45,100.06236564128154,1,1,False,False,True,False
24,59.66087993343448,1,0,True,False,False,False
58,75.55186667025959,1,0,False,True,False,True
2,114.03161532392645,1,1,True,False,False,False
59,104.16917680970036,0,0,False,False,False,False
44,98.09331797904944,0,0,True,False,True,False
18,36.789269180501336,0,1,False,False,False,False
18,88.2837266028899,0,1,False,False,False,False
61,94.460367900338,1,0,True,False,True,False
37,83.04217481689231,0,1,False,False,False,False
62,36.9839433301248,1,0,True,False,False,False
40,82.02788171008429,0,0,False,True,False,False
9,84.50974456426533,1,0,False,False,True,False
36,68.07140564843559,0,0,True,False,True,False
25,73.19106968813024,1,1,False,False,True,False
28,97.47216226093416,1,1,False,False,False,True
17,77.73417251963703,0,0,False,False,True,False
4,84.64017366657997,0,0,False,True,False,False
35,89.77970330625239,0,0,False,False,False,False
30,59.814949352290654,0,0,False,False,False,False
3,57.32617320292688,1,0,False,False,False,True
4,87.40261791261327,0,1,False,False,False,False
6,33.183661780351414,1,0,False,False,False,True
9,67.02490853287543,1,0,True,False,True,False
25,56.33924794321266,1,0,False,True,True,False
47,96.18052549549525,0,0,False,False,False,False
38,85.92445370508719,0,1,False,False,True,False
25,83.37884195450022,0,1,False,False,True,False
40,118.2044622786384,0,1,False,False,False,False
9,39.621565117029526,0,1,True,False,True,False
47,29.031856029907303,1,0,False,True,True,False
4,78.92717612370868,1,0,False,False,False,False
25,81.34574266312572,0,0,False,True,True,False
21,62.65528542416397,1,0,False,True,True,False
49,75.82765244039157,0,0,True,False,False,False
65,109.12294410314674,1,0,False,True,True,False
18,87.13035130935164,0,1,False,False,False,False
24,34.451522390695025,1,0,True,False,True,False
41,68.43429022721249,1,1,False,False,True,False
19,36.57490153884549,0,0,True,False,True,False
53,70.83116942766945,0,0,False,False,True,False
4,67.34211306334456,0,0,True,False,False,False
9,72.12677538240658,1,1,False,False,True,False
54,88.68212159922959,1,0,False,False,False,True
68,63.37844022073727,0,0,True,False,False,False
15,37.209985264986216,0,0,False,True,True,False
39,27.433087235358016,0,1,True,False,True,False
43,52.34673347304966,0,1,False,False,True,False
62,27.08147013857645,0,0,True,False,True,False
19,68.12761505116168,1,0,False,False,True,False
66,76.71645462958706,0,1,False,False,False,True
34,107.68585830261716,0,1,True,False,False,True
42,27.827448072987583,0,1,False,False,True,False
45,33.68803196918277,1,1,False,False,True,False
30,26.792620422282624,0,0,False,True,True,False
22,109.70385162506844,1,0,False,False,False,False
22,57.00035405750314,0,1,False,False,False,False
25,74.35343783741237,0,0,False,False,False,False
7,25.490489091077432,0,1,False,False,True,False
62,94.91155790258706,1,0,False,False,False,True
24,57.24006660353562,1,0,False,True,False,True
39,46.336361899807926,0,0,False,False,False,False
63,32.65444587134081,0,0,False,True,True,False
14,35.03458747317666,1,0,True,False,False,False
43,21.49102641548079,0,1,False,False,False,False
47,80.13676269900664,1,1,False,True,True,False
26,78.0418165780147,1,0,False,True,False,False
18,114.19744321435904,0,1,False,False,False,False
51,59.17277636311782,0,0,False,True,False,False
66,51.87983617505512,0,0,False,False,True,False
18,62.28764684667789,0,0,False,False,False,True
21,42.84184568319358,0,0,True,False,False,True
48,89.65390223878929,0,1,False,False,True,False
3,57.34642167927221,0,0,False,False,False,True
40,28.56641940469729,0,0,True,False,False,False
20,90.9123840815229,1,1,False,False,False,False
37,29.56687104282127,0,0,False,False,True,False
44,102.32263592464994,1,0,False,False,False,False
58,95.81292064968449,0,0,True,False,False,False
45,71.81849423431098,0,1,False,False,False,True
71,25.521762675040563,1,0,False,False,False,True
72,34.562873852545145,0,1,False,False,True,False
26,30.30191944422061,0,1,False,False,True,False
40,21.923170345676017,0,0,True,False,False,False
11,42.349431425584,0,0,False,True,False,False
9,73.55258826955995,1,1,True,False,False,False
19,63.22270754910422,1,0,False,False,False,False
52,114.48354530207374,0,1,False,False,False,False
33,33.58861501275942,1,0,False,False,True,False
41,91.27180029585496,1,0,False,True,False,False
5,77.32229575562437,0,1,False,False,True,False
11,112.03898315000367,0,1,False,False,False,False
70,75.34295611637275,1,0,False,True,False,True
13,82.42904007832698,0,0,False,True,False,True
61,20.958564014439457,1,0,False,False,False,True
23,83.04009260359996,0,0,False,False,False,True
3,36.16160607302975,0,0,True,False,True,False
47,96.40126256657209,1,0,True,False,True,False
71,52.95421335238821,0,0,False,True,False,False
61,22.53714880423156,0,0,True,False,True,False
10,109.00189011487647,1,0,False,False,True,False
64,80.14711008812074,1,0,False,False,True,False
26,72.20735711373331,1,0,False,False,False,False
54,66.38652214288476,1,0,False,False,False,False
40,106.05114865874452,1,0,True,False,False,True
69,88.2743839627041,1,0,True,False,True,False
63,29.349236158398977,1,0,False,True,True,False
19,117.94205136775996,0,0,True,False,True,False
11,87.894542428067,1,0,False,False,False,True
70,67.67952239003833,0,0,False,False,False,False
52,66.82264040926324,1,0,False,True,False,False
51,34.182882868767486,1,0,False,False,True,False
38,23.574839446586463,1,0,False,True,True,False
16,114.76025016077222,0,0,True,False,False,False
13,98.99120017028454,1,0,False,True,False,False
4,116.09174315580614,1,1,False,False,True,False
7,33.33992351774894,1,1,True,False,True,False
27,91.61738769564306,1,0,True,False,False,True
50,62.07602077764607,1,0,False,True,False,True
65,110.93041464060494,0,0,False,True,False,False
63,81.44810082029824,0,1,False,True,True,False
23,88.76014289207338,1,0,True,False,False,False
36,83.42279988136147,0,1,False,True,False,False
10,71.40308194758694,1,1,False,False,False,False
27,81.21498216133902,0,1,False,False,True,False
32,115.35722238351588,1,0,False,False,True,False
27,101.06657734835125,1,0,True,False,False,False
15,34.83391807197131,1,1,False,False,True,False
55,47.46368798169829,0,1,False,False,True,False
41,68.3354303058899,1,0,False,False,True,False
64,63.30761025867926,0,0,False,True,False,False
18,79.59268121167338,0,0,False,False,False,False
18,65.61053995172126,0,0,True,False,False,False
21,54.55808733486975,1,0,False,False,True,False
34,102.37976154350342,1,0,False,True,True,False
15,104.33323548919375,0,1,False,False,False,False
40,106.20840858402316,1,0,False,False,False,True
10,79.0655226608641,0,1,False,False,True,False
41,81.58438944212358,0,0,True,False,False,False
44,97.44774192759832,0,1,True,False,False,False
39,66.69994195332202,1,1,True,False,True,False
21,117.35265518372518,1,0,False,False,False,False
60,52.54689886766226,1,0,False,False,False,False
62,36.71958545472684,1,0,False,False,True,False
3,96.424562085238,1,0,False,False,False,False
47,98.09744007180524,0,1,False,False,True,False
55,85.25268777504188,1,0,True,False,True,False
34,69.70236477772067,0,0,False,False,False,False
38,114.12195287456574,1,0,False,False,False,False
7,66.98020756976797,1,0,False,False,False,True
28,66.8579804375139,0,0,False,False,False,False
53,45.2679627739349,1,0,False,False,True,False
16,38.24763310992293,0,0,True,False,True,False
5,113.66879266671496,1,0,True,False,False,False
4,106.08550280434488,0,0,False,True,True,False
63,23.62523175147949,1,0,True,False,True,False
31,37.70414410599064,0,1,False,False,False,False
47,66.00662389579509,0,0,False,False,True,False
23,47.29171603243713,0,1,True,False,True,False
28,83.9616732432062,1,0,True,False,False,False
56,84.90917405385481,0,1,False,False,False,False
46,112.13975880001964,1,0,True,False,False,True
11,25.4410127750178,0,1,False,False,True,False
47,30.860740234649256,1,0,False,False,False,True
49,83.49515157609818,1,0,True,False,True,False
10,108.78181149649988,1,1,False,False,False,False
53,89.39921083892756,0,0,False,False,True,False
10,31.429128583685653,1,0,False,False,False,False
60,86.18905547009003,0,1,False,False,False,True
59,65.1164003687596,0,0,True,False,False,False
43,30.38737902788105,1,1,False,True,True,False
25,92.61060683694186,0,0,False,False,False,False
9,39.045699703004594,0,0,False,True,True,False
43,112.74228364827624,1,1,False,False,True,False
44,105.14386963311144,1,0,False,False,True,False
58,87.98367597577203,1,0,False,False,False,False
66,51.25054569852025,1,0,False,True,False,False
63,88.00610283068366,0,0,False,False,False,False
46,87.33914790298353,1,0,False,True,False,True
38,113.24958745137396,1,1,True,False,True,False
18,86.97230078311506,0,0,True,False,False,False
69,99.72590256481077,1,0,True,False,False,False
29,30.155660342917884,1,0,False,False,False,False
32,62.81280507101417,0,0,True,False,False,True
8,36.36418413279237,0,1,False,False,False,True
72,29.124484130425536,0,0,False,False,True,False
22,41.99911268969306,0,1,False,False,False,False
17,95.70118677473604,0,0,True,False,False,False
54,66.2534943295706,0,0,True,False,False,False
71,21.096365313154337,1,0,False,False,False,False
58,108.45719870582626,0,0,True,False,False,True
47,79.36068260491675,1,0,False,False,False,False
63,29.84375490009908,1,0,False,False,True,False
26,61.70487283209009,0,1,True,False,False,False
59,79.623107984235,0,0,False,True,False,True
26,71.26880723288114,0,1,False,True,False,False
15,65.58825884241028,1,0,False,True,True,False
15,33.19298257538108,1,0,True,False,False,True
53,108.8431705144096,1,1,True,False,False,False
45,116.93496144198252,1,1,True,False,False,False
30,82.84954300890621,1,1,False,False,False,False
21,60.46554179046665,0,0,False,False,False,False
7,24.048782432830443,1,0,True,False,False,False
37,38.34642539688485,0,0,True,False,True,False
5,90.67905043968145,0,1,True,False,False,False
47,82.36259472972642,1,0,True,False,False,False
12,116.86138153459297,1,1,False,False,True,False
35,52.91367055560804,0,0,False,True,True,False
36,119.55164485903248,1,0,False,False,True,False
7,99.06595260456108,0,0,True,False,False,True
9,28.07792138743436,1,0,True,False,True,False
30,80.33255656445984,0,1,False,False,False,False
27,91.55059546211288,1,0,False,True,True,False
64,82.76198739827059,1,0,True,False,False,False
42,37.56155343311664,1,1,False,False,False,False
28,81.75573132096184,1,0,True,False,False,False
28,114.65638429787435,0,0,False,False,False,False
9,91.92685059486148,0,1,False,False,False,True
31,103.1134765403696,1,1,False,False,False,False
12,115.30161760404428,1,0,False,False,False,True
14,99.22223472439286,1,0,False,False,False,False
60,108.48030809601958,0,0,True,False,False,False
60,103.32094569102624,1,1,False,False,True,False
72,30.157214364466128,1,0,False,False,False,False
24,23.689328891076816,1,0,False,False,True,False
12,49.5992625143967,1,0,False,True,False,False
24,55.182689708681146,1,0,False,False,True,False
27,87.90690989769685,0,0,False,False,True,False
49,115.28038482491732,0,0,False,False,False,False
61,85.03655604954457,0,0,False,True,False,False
21,85.67227064567305,0,1,True,False,True,False
24,39.81041942410874,1,0,False,False,False,False
32,64.43938189157697,0,0,True,False,False,False
21,35.07369930311684,0,0,True,False,True,False
20,86.05324154364861,1,0,False,False,True,False
61,96.60258995192964,1,0,False,False,False,True
13,84.6010290946699,0,0,True,False,False,False
55,24.99224856633791,1,0,True,False,False,True
50,77.16397232701479,1,0,False,False,False,False
7,61.07770895242906,0,0,True,False,False,True
20,30.33004778132799,1,1,False,False,True,False
69,62.13769412138549,0,0,False,True,True,False
41,76.5817992859468,0,0,True,False,False,True
62,67.05050789923271,1,0,False,False,False,False
49,99.9947048584882,1,0,False,True,False,True
70,54.68570109288896,1,0,False,True,False,False
49,109.7282672135522,1,0,False,False,True,False
65,61.29920601928876,0,0,False,True,False,True
47,38.68078981904985,0,0,False,False,False,True
53,57.5497241321621,1,1,True,False,False,False
64,32.85772607968785,1,0,True,False,True,False
1,68.19075688360022,1,1,False,False,True,False
14,70.25296267016556,0,0,False,True,False,False
16,119.51594102001212,1,0,False,False,False,False
51,86.78602222396805,0,0,False,True,False,False
48,104.04495816388057,1,0,True,False,True,False
37,81.9207925029823,0,0,True,False,False,True
26,75.27474475967034,1,1,False,True,False,False
64,108.83077474377052,0,0,True,False,False,False
12,97.33922246287725,0,1,False,False,False,False
37,110.8692766302906,1,0,True,False,False,False
31,95.5453809325258,0,0,True,False,False,False
67,43.73177042038911,0,0,True,False,False,True
34,21.49611982563007,1,0,False,False,True,False
64,92.96996274467207,1,0,False,False,False,False
17,98.930044910815,0,0,True,False,False,False
24,98.17458588152743,1,0,False,True,False,False
24,107.01054583441044,0,0,False,True,False,False
39,107.5329082637908,1,0,False,False,False,False
19,68.92722258976082,1,1,False,False,True,False
59,73.82527463447656,1,0,False,False,False,True
20,30.814594233719863,1,1,False,False,True,False
11,106.8628170510361,1,0,False,False,False,False
19,60.29728001233942,0,1,False,True,False,False
53,83.63481252670564,0,1,False,False,False,False
24,40.69863030001196,0,0,False,False,False,True
16,116.57915301069676,0,0,True,False,False,True
17,101.40669059512668,0,0,False,False,False,False
8,64.59652704044058,0,1,False,False,False,False
5,50.05911227809184,1,1,False,False,True,False
23,75.29407481892521,0,1,False,False,True,False
72,89.34669059640271,1,0,False,True,False,True
56,67.78906609457496,0,0,False,False,True,False
71,34.31975038802421,0,0,False,True,False,False
31,38.71450314622261,0,0,False,True,False,False
23,76.33837406661655,0,0,False,False,False,True
23,103.77290986226564,1,0,True,False,False,False
33,115.6019710486567,0,0,False,False,False,False
72,43.22733647905008,1,0,False,True,False,False
21,118.0322072727826,1,1,True,False,True,False
38,25.84309908545752,0,0,False,True,True,False
30,103.49695494811856,0,0,False,False,False,True
42,42.12215141822992,0,1,False,False,True,False
24,70.8405976644627,1,0,True,False,True,False
29,51.084615551739326,0,1,False,False,True,False
4,72.94357405412765,1,0,False,False,False,True
27,23.343798556109768,0,1,True,False,True,False
17,50.83550706323103,0,0,False,False,False,False
39,81.13055170553866,1,0,True,False,False,True
37,85.49277347721359,1,0,False,False,False,False
50,87.34208002468705,1,0,True,False,False,False
48,107.45764767182008,1,0,False,True,True,False
9,27.729349315046584,0,0,True,False,True,False
24,83.74988029341631,1,0,False,True,False,True
45,47.40542074295477,1,0,False,False,False,True
59,77.39615175016297,0,0,False,False,False,False
63,37.56264655680023,0,0,False,False,True,False
59,106.38667559882084,0,0,False,False,True,False
12,71.55469940751422,0,1,False,False,False,False
50,90.98954333814537,0,0,False,False,False,False
52,98.6367385961698,1,0,False,True,False,True
36,69.54591929029444,1,0,True,False,True,False
46,52.89197782107244,1,1,True,False,False,True
6,97.89885058996089,0,0,False,True,False,False
4,33.073473945785,0,0,False,False,True,False
37,110.09634960387638,1,0,False,False,True,False
12,68.25384074666727,1,0,True,False,False,False
57,33.66950744890363,1,0,True,False,False,False
3,46.021136793575366,1,0,False,True,True,False
6,61.83833377132715,0,0,True,False,True,False
57,36.76142561466294,1,1,False,False,True,False
29,86.90800168622832,1,0,True,False,True,False
25,109.06666758919071,0,1,False,False,True,False
47,103.10844073565951,1,1,False,False,True,False
25,41.77290342470246,1,1,False,True,False,True
16,38.04238220813704,1,1,False,False,False,False
57,42.642960508765,1,0,True,False,False,False
32,85.79508281194141,1,0,False,False,False,True
48,35.545229215645726,1,1,False,False,True,False
15,114.42236744737868,0,1,False,False,True,False
43,31.39381831279853,1,0,False,False,False,False
49,32.909634985963336,0,0,False,False,False,False
23,47.04691056165088,1,0,True,False,False,False
67,116.00126572527186,0,1,False,False,True,False
4,95.94865691883072,1,1,False,False,False,False
37,67.35301628464782,0,0,False,True,True,False
23,99.87491489520008,1,0,False,False,False,False
53,24.339669415605183,0,0,True,False,False,True
8,115.31775382631392,0,1,False,False,False,False
26,64.75422354662743,1,0,True,False,False,False
68,60.93449208823926,1,0,True,False,True,False
22,26.513723867089595,0,0,True,False,False,True
14,57.9900522322704,1,0,False,False,False,True
23,117.39405835732572,0,0,False,True,False,True
66,106.8323963650368,1,0,True,False,True,False
26,20.69575873032912,1,1,False,False,True,False
33,68.3593048104329,1,0,False,True,True,False
48,89.34258420162735,1,0,True,False,True,False
8,109.9983276878654,0,0,False,True,True,False
5,110.50881233882644,0,1,False,False,False,False
28,102.7480959757006,0,1,False,False,True,False
16,95.89864404434826,0,1,True,False,True,False
54,98.47743211627892,1,0,False,True,False,True
65,34.02850127879668,1,1,True,False,True,False
30,63.63511943036117,1,0,False,True,False,False
32,42.01294208357642,1,0,False,False,False,False
41,111.52518840307584,0,0,False,True,False,False
40,57.0710657037784,1,1,False,False,True,False
67,78.76690514732603,0,1,False,False,False,False
70,53.72377508358421,1,0,False,False,False,False
43,83.63443153180893,0,1,True,False,False,False
11,63.84288920111806,1,0,False,False,False,False
71,52.31940653243362,0,0,False,False,True,False
62,49.1658770500937,1,0,False,False,False,False
34,85.49053021178311,0,0,False,False,False,False
32,59.929925602578585,1,0,False,False,True,False
40,46.24563029848903,0,0,False,False,False,False
62,108.60739670955252,0,0,False,False,False,False
41,43.233554592401816,1,0,True,False,False,True
47,57.56487354930008,0,0,False,True,True,False
3,37.1522693787187,1,1,False,False,False,True
36,114.304881063762,1,1,True,False,False,False
36,29.066208850933837,0,1,True,False,False,False
60,47.3871819705371,0,0,False,False,False,False
21,90.93238527759674,1,0,False,True,True,False
15,84.43657004925673,0,1,False,False,False,False
69,21.365783642608,0,0,False,False,False,False
43,105.40155304554592,1,1,False,False,True,False
41,91.68372067339024,1,0,False,False,True,False
43,49.77870732292989,1,0,False,False,False,False
50,54.47869286545365,1,0,False,False,False,True
9,71.94527665175563,1,1,False,True,False,False
49,52.47989153803606,0,0,True,False,True,False
15,39.76709368742689,0,1,False,False,True,False
41,86.89001056186179,0,0,True,False,False,True
60,38.3947417847384,1,0,False,False,True,False
36,87.7127488573902,1,0,True,False,False,True
15,34.943190214201906,1,0,False,True,False,True
19,105.49256565110711,0,0,False,False,True,False
31,106.24043522930891,0,0,True,False,False,False
62,52.82722935581512,0,0,False,True,False,False
8,25.174547966910115,1,0,False,False,False,True
48,78.86917203634046,1,1,False,False,False,True
59,26.504595773714065,0,0,False,False,False,False
58,107.2948730409002,0,0,False,True,False,False
17,26.331924697232093,0,1,False,True,False,False
21,87.16429214549451,0,0,True,False,False,False
22,106.77473900817306,1,0,False,True,False,False
62,86.52041034810672,1,0,False,False,True,False
49,67.1110354997754,0,0,False,False,False,False
63,42.1276591066184,0,0,False,False,False,False
68,21.25926126674948,1,0,False,False,True,False
27,51.65963484126468,0,1,False,False,True,False
67,76.16325332843797,0,0,False,False,False,False
66,74.57030160329484,0,1,True,False,False,False
69,87.71907236726554,0,1,False,False,True,False
67,90.71375179356863,1,1,False,False,False,False
3,35.737851486886754,0,1,False,False,True,False
28,46.53424748069332,1,0,False,False,False,False
13,52.90958803147596,0,1,False,False,True,False
19,110.54686921374156,1,0,False,False,False,True
65,101.2033293025994,0,1,False,False,True,False
54,80.27298005076018,0,1,True,False,False,False
54,116.99255735659436,0,1,False,False,True,False
30,46.039735874507166,0,1,False,False,False,True
28,84.31786168698957,1,0,True,False,True,False
53,33.77283015171411,0,1,False,False,True,False
55,32.73720360333609,1,0,False,True,True,False
10,109.72041309317916,1,0,False,True,False,True
67,96.3997049319543,0,0,False,False,False,False
23,87.96751311406348,1,0,True,False,True,False
21,30.033105321206868,1,0,True,False,False,False
39,77.92200352275577,0,0,True,False,True,False
4,45.62549238890725,0,1,False,False,False,False
57,35.65078990804565,1,0,False,True,False,False
71,26.64907951747665,1,1,False,False,False,True
66,117.8456672184284,0,0,False,False,True,False
68,44.24188138872108,0,0,False,False,False,False
51,21.815796560707884,1,0,False,True,True,False
32,62.530815030115335,1,0,True,False,False,True
6,66.46270708685445,1,1,False,False,True,False
52,92.97726373361574,1,1,True,False,False,True
47,99.22170331553518,0,0,False,True,False,True
31,53.08870876937943,0,1,True,False,False,False
43,101.94380817932682,1,1,False,False,False,False
25,89.53542507318696,0,1,False,False,True,False
2,91.74344508782536,1,1,True,False,False,True
57,71.77406571044622,0,0,False,False,True,False
25,46.734471215885335,1,0,True,False,False,True
27,48.24988368473405,0,1,False,False,False,False
6,33.35582658634835,0,1,False,False,True,False
6,59.56468211967125,0,0,False,True,True,False
16,89.97130771543371,1,1,False,False,False,False
13,78.87945291802296,0,1,False,False,True,False
1,37.09448935675858,0,0,False,True,False,False
27,68.10671908474737,0,0,False,False,False,False
49,48.94051307044127,1,0,True,False,False,False
49,60.165312576438026,0,1,True,False,False,False
11,108.75889907188584,0,0,False,True,True,False
28,30.985975705273344,0,1,False,True,True,False
59,42.26036365412377,0,0,False,False,False,True
2,33.08423613488198,1,0,False,True,False,True
27,48.52977208902282,1,0,False,False,False,True
9,67.59816903492202,1,1,True,False,True,False
59,65.0383213039008,0,0,False,True,False,True
12,40.42647583330054,1,1,False,True,False,False
27,28.427055918076555,1,0,False,False,True,False
61,73.8819367249669,1,0,False,True,False,True
10,45.28549787625588,1,1,False,False,True,False
60,27.66198139296487,0,0,False,True,False,False
9,28.59737352792116,0,1,False,False,True,False
61,114.88816248994638,0,1,False,False,False,False
52,39.74862816520323,0,1,False,False,True,False
37,39.84007292457164,0,0,True,False,True,False
66,44.717474459451765,0,0,False,True,False,False
55,98.09448189504872,1,0,False,False,False,True
3,84.00487969300563,0,1,True,False,False,False
27,73.95065739842954,1,0,True,False,False,False
67,29.91945301128786,1,0,True,False,False,False
56,29.42223787475074,0,1,False,False,False,True
4,49.04816056089437,1,0,False,True,False,False
60,74.84835857491245,1,0,False,False,False,False
47,84.00903965861701,0,1,False,False,True,False
17,51.81752095087032,0,0,False,True,False,True
47,44.38390996959404,1,0,False,False,False,True
17,109.4910642564666,1,0,True,False,True,False
43,67.71297673956832,0,0,True,False,True,False
24,100.56369252749182,0,0,False,True,False,True
42,108.65306707051678,0,1,False,False,True,False
32,76.27700708015317,0,0,False,False,False,False
22,101.67452794726816,1,0,False,True,False,False
2,85.7494229984942,0,0,False,True,False,False
8,109.82797075437948,1,1,False,False,True,False
40,54.6495063176825,0,1,False,False,True,False
26,119.20384737785946,1,0,False,False,False,True
56,119.50527524792471,1,0,False,False,True,False
29,26.66279984103747,0,0,False,False,False,True
35,61.276307274879365,0,1,True,False,True,False
5,91.19037424413052,1,0,False,True,False,True
56,62.57616149303052,0,0,False,True,False,False
30,66.78024120373392,1,0,False,False,True,False
41,73.80795428740542,1,0,False,False,False,False
13,70.32283453861176,0,0,False,False,True,False
19,42.719125318221614,0,0,True,False,False,True
41,29.163820517572784,0,0,False,False,False,False
11,44.5290093643643,1,0,False,True,False,False
8,61.34971370633718,0,1,False,False,False,False
25,84.87469372366542,0,0,False,True,True,False
32,61.08999049918065,0,0,True,False,False,True
68,74.99884158659529,0,0,True,False,True,False
17,46.62282863174682,0,1,False,False,True,False
22,72.39931674646672,0,0,False,True,True,False
45,119.28144622555386,0,0,False,False,False,False
37,50.92688787921897,0,0,False,False,False,False
67,100.2062559310803,1,1,False,False,False,False
8,87.2262939932566,1,0,True,False,False,False
40,115.5098556165686,0,1,True,False,True,False
14,24.78655989061071,0,0,True,False,False,False
1,79.1528797355373,0,0,False,False,False,False
21,43.76987603062288,1,0,False,False,False,False
58,105.75876757624016,1,0,True,False,False,False
38,41.99343138305812,1,0,False,True,True,False
63,74.78708106372198,0,0,True,False,False,False
35,35.96299332527641,0,0,False,True,True,False
3,48.0216406990571,0,0,False,True,False,True
32,53.84805103679776,1,0,False,False,False,False
10,27.231057477279144,1,0,False,False,False,False
59,28.9249751636584,0,0,False,False,False,False
21,96.3631915547134,0,1,False,False,True,False
66,115.6563928561169,0,0,True,False,False,True
22,93.32048049529766,0,0,True,False,False,True
5,25.859088771013543,1,0,True,False,False,False
29,83.63727057095906,1,0,False,False,False,False
33,82.58583970701171,0,0,False,True,False,False
47,87.53546270086592,0,1,False,False,False,True
68,117.7241565000449,1,0,False,False,False,True
16,72.6768907269492,0,0,True,False,False,False
10,69.1811322322456,0,0,False,True,True,False
17,112.89467355726234,1,1,False,False,False,False
57,111.06125073726052,0,0,False,False,True,False
47,28.85223152147284,1,0,True,False,False,True
55,65.80669390728913,1,0,False,False,False,False
6,51.69452886355855,0,0,True,False,False,False
42,43.502878711813366,1,0,False,True,False,False
60,69.19403826093567,1,0,False,True,True,False
67,40.17995813421902,1,0,False,False,True,False
6,36.11636878961611,1,0,False,True,True,False
22,53.908761326268,0,1,False,False,False,False
28,27.41726302849224,0,1,False,True,False,False
53,88.15145354423379,0,0,False,False,False,False
28,54.293511583670536,0,0,False,True,False,False
41,98.36227424434298,1,0,False,False,True,False
19,48.18256790996847,0,1,True,False,False,False
51,90.1141131383577,1,1,False,False,False,False
50,91.70479387071047,1,1,False,False,True,False
